,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diagnostic
2261,0.2294170800592204,0.2242511429090392,0.8883887640619661,0.4397797224833871,0.8869946523589477,0.1935820982662056,0.0707526839276014,0.0069377997517508,0.0823694591816003,0.4422962627268514,4
1749,0.8998042299643343,0.5534610673777023,0.7555632397818914,0.1995525022535958,0.946633283890922,0.0398792214129179,0.0080770542629777,2.619014578257322e-05,0.0042076954846799,0.0875088097426237,1
1100,0.3429831238702951,0.2762421851901063,0.8677102952781723,0.3506734583454222,0.9355850800708124,0.1230826628533918,0.0440091960068918,0.002208985918778,0.0460438137677002,0.3526828741481683,1
1147,0.2008184986835096,0.1929284590458685,0.9043237667781996,0.4144366768100077,0.9342947536318436,0.1719193535429709,0.0823342119166715,0.0072437997282893,0.0841882292752645,0.4446648692570887,4
1702,0.1807716425465608,0.16281815556927,0.920297080060343,0.4392857122350705,0.9562558935581782,0.1930705945731121,0.050881721376508,0.0041217043590955,0.0632589778772311,0.3267585979392022,1
1527,0.1869382152891342,0.1697638500528384,0.9168261847059482,0.4341931062408596,0.9629137606016652,0.1886093968542328,0.0024572475369125,2.0858458840981167e-05,0.0036683378349425,0.0729641998169468,4
1880,0.0849286220313619,0.0845283103677627,0.9577758759824784,0.5716268409336187,0.9695174715342416,0.3267772814707916,0.0086323057148951,0.0001556165632203,0.0115138016002608,0.2300456768669649,5
1738,0.1723069995922942,0.1655590261524533,0.9178838999228088,0.3886128883455039,0.9536402664677932,0.1511219165202395,0.1521225229436133,0.0212671087339153,0.1449692466665777,0.5861527059481754,3
1896,0.1298360751449567,0.1295435246738074,0.9352574927102116,0.4056143931912158,0.962857928990866,0.164599641630058,0.0150020083700612,0.0002717158848554,0.0155170498475131,0.3117723263353767,2
1253,0.122180697523864,0.1178535168718749,0.9415014121357314,0.405341587783589,0.9913709329999312,0.1643239168344593,0.3633662052942827,0.1896715417191782,0.4349411695938126,0.6829366175375845,5
2058,0.1716257188683602,0.1703272595803281,0.9149643226090266,0.3120842112873387,0.9794219324279532,0.0974431370958156,0.0489132144057402,0.0014575323388788,0.0372151857922476,0.4905156691219154,3
2290,0.1019608481131121,0.0983124149204498,0.9511914286572936,0.5323812608475083,0.94096989813602,0.2834865243942301,0.1128600761134946,0.0289210957382402,0.1692228830552493,0.3673919759861738,3
2201,0.1306755820292534,0.1262477238197297,0.9373055440533308,0.3857840745302489,0.973958993604046,0.1488576584822509,0.0460622274208117,0.0017477830306115,0.0408465505264527,0.4236664566456858,1
992,0.1596416416920564,0.1525395085536318,0.9244318243000688,0.3409434836522584,0.973953177914684,0.1163049760686512,0.0910893066483069,0.0076440853758211,0.0865103671250115,0.4726302381873232,3
450,0.0838843928316984,0.0838618517145868,0.9580713282544177,0.684391124510739,0.9420496491191174,0.4684075199120179,0.057327551763358,0.0063000907999794,0.0784454440297347,0.3606925138078289,1
370,0.5859311518298782,0.3306107169421535,0.8577538812599591,0.4390544085047064,0.8289309264412789,0.1928494105303563,0.0251179858358341,0.0009443713167625,0.0297638786370251,0.2627882021915962,1
1163,0.5399395732939057,0.4398796257423092,0.7899700707531058,0.3391558028749317,0.7841806277523351,0.1152386291547517,0.0107275787098351,6.423532254046109e-05,0.0070720879809011,0.1446365993529703,3
45,0.7021370011098808,0.5128618891361126,0.7618681980627533,0.2327047854764565,0.9189880931040691,0.0543434833721878,0.0078842876324599,3.551243820397997e-05,0.0050363101739387,0.1031650087094824,1
143,0.1099457040291932,0.109913860113357,0.945046254334905,0.3521011319829907,0.9889469118252128,0.1239976091901592,0.245084135897539,0.0386595750848565,0.1958077563542864,0.6242630506854506,3
797,0.1619554568907447,0.1549592653284827,0.9231862180428878,0.4003748825772794,0.9725953016604736,0.1603341546797154,0.0222491943286246,0.0007054102276636,0.025591208996185,0.2815509093578711,1
1924,0.2672614421958844,0.241264682831819,0.8819407919831901,0.2957020754116441,0.9711616652795556,0.0875172436316689,0.0321319758555208,0.000755040844128,0.026509940502299,0.4417422855794755,2
1365,0.1136818713144285,0.1111196282385168,0.9446751129737256,0.3727672752322079,0.9796298017677918,0.1389889244191698,0.1882770704082491,0.0385030000330175,0.1954087876254877,0.5242514870642092,3
1097,0.1508773739906423,0.1503076735248071,0.92490313328418,0.350081081872251,0.9763848432252756,0.1225844021514868,0.0910893066483069,0.0080694434077013,0.088912264066436,0.4587058130312205,1
2032,0.2443857784717039,0.2291554275554784,0.8869374482090308,0.3858874849216883,0.9426125772337988,0.1490937458541815,0.0105047238361834,0.0001128621635513,0.0096680885057695,0.1948393393580768,4
1599,0.8084228781724849,0.491426561951653,0.7831635937845244,0.2756751681603083,0.88871577393529,0.0760817177849901,0.0251962769980515,0.0004639506040914,0.0205705768692502,0.303144391912044,1
1285,0.6033100219467393,0.4416670219548555,0.7942855955935161,0.3292928614193425,0.8778036627652918,0.1088769776517616,0.0167917134658219,0.0003171411698305,0.0168407299209639,0.2331055703585298,3
1932,0.2602371723337062,0.2164128569728735,0.8960787118575239,0.3088556443844775,0.9851044481847258,0.095425843076344,0.3633662052942827,0.1086235447101782,0.3289020189098853,0.8024519140611185,5
1754,0.1408954569893507,0.1405880271354666,0.929736729417655,0.4304867068762587,0.9579803528973088,0.185346476415647,0.0076460384318745,0.0001231240563213,0.0101389874558921,0.2025612799801993,1
1670,0.0725070264315052,0.0725065044745731,0.9637467999584064,0.320942757825008,0.9933429851159276,0.1030098448818664,0.5127998802728567,0.2334823855805998,0.482676600617268,0.7545110079668224,6
1659,0.5901348657828447,0.4441087179997538,0.7922069634254718,0.2725792428652742,0.9152051437012768,0.0745586813466395,0.0036553718473131,1.4818976940867604e-05,0.0029701490273913,0.0600251912808051,4
1044,0.4385027908717188,0.2840180018641303,0.8717609223434644,0.3993762052996307,0.915769363662641,0.159600421001415,0.0309435360250841,0.0014682088392913,0.0373548497822126,0.2874559164363118,4
1784,0.1376584978388147,0.1337611268563037,0.9334691251623168,0.3183698590112123,0.9860189065818346,0.1013877089848711,0.0956270283145409,0.0072984221641036,0.0845088200142605,0.5136810460772548,4
1152,0.2005243667270184,0.1850550754991032,0.9089682098125624,0.3576702061486406,0.973682884415048,0.1279784955139964,0.0690133007757363,0.0055068454395666,0.0732756680890134,0.471712854371823,4
496,0.0963146553924501,0.096284564468385,0.951860726858214,0.5004101054392469,0.9542045334279432,0.2504321690372474,0.1328776748224999,0.0172928614351455,0.1306249551274044,0.4771564417192884,1
1416,0.4622731117966957,0.3139303614633426,0.8565586222425864,0.2893795330600746,0.9471170382968324,0.0838239062150789,0.0202441986240397,0.0003027431960163,0.0164320514805484,0.3327956218436926,1
187,0.2302937930700475,0.2154354666641418,0.8937279220934917,0.418750928152949,0.904074864504564,0.175430645822923,0.0320418234416544,0.0015375406720534,0.0382497239034428,0.3130449913270037,2
1542,0.154716940406127,0.1523230234828528,0.9240693825107544,0.3788699053633846,0.9619801061151448,0.1435776576278367,0.0177074090310478,0.0004130351775906,0.0193545239236929,0.3242401602459641,3
806,0.160908018466827,0.1586246394929987,0.920915457935686,0.4571258189007267,0.9649961206472768,0.2089946097212328,0.0059631459221944,4.509485314678941e-05,0.00578358465577,0.1162855856120245,5
830,0.27469278129629,0.263167336600113,0.8695419128235384,0.3154473006609264,0.97690178837091,0.0996229954663595,0.0321319758555208,0.0008639327163654,0.0284253901706699,0.3639598566165033,6
1264,0.121872522199542,0.121520132441656,0.9392751727549604,0.4597562218599065,0.9839008117331834,0.2114015187138103,0.0591718002247722,0.0060593187208203,0.0769125329288547,0.3765402376981784,5
1759,0.0949049199873287,0.0947692022164819,0.9526289706688434,0.4717564185920641,0.9564832657646504,0.2226051442849754,0.1282642646528678,0.0225781524155902,0.149401447315063,0.4829010986577178,4
856,0.1505653841028945,0.1487300939053555,0.9258158472868244,0.4642924732460828,0.9554782466061664,0.2156201745088019,0.1010579963518892,0.0176280748690658,0.1318946398915585,0.4910982158185583,2
1320,0.1111404176996386,0.1102567508634372,0.9449599912519016,0.4642098823581624,0.9647551984879308,0.2155232351266204,0.0431466292162782,0.0033522383947923,0.0569514753429702,0.3305821702699693,1
1380,0.2888387929195609,0.2260095668278666,0.8929599161846811,0.3229167911674949,0.9643695995552776,0.1043041261908928,0.0284811844658231,0.0008110309756798,0.0275108973864078,0.3762562856247504,1
664,0.4044707988063069,0.3329193132366215,0.8402300402571755,0.2826238252814413,0.9517175888291236,0.080016300243673,0.0844656347685293,0.0039376179472184,0.0618076329617158,0.5235047481837697,5
928,0.1662611487975042,0.1459743379456057,0.9289466612334352,0.3419996575113642,0.9839712862873736,0.1169960577299226,0.0252722874360001,0.0007286489088838,0.0260252756782012,0.3301354214097379,1
163,0.3954519544690597,0.3287365228971488,0.8420648571551966,0.3099447880436028,0.92581552316698,0.0962336297839872,0.052354230870309,0.0021308959096434,0.0452049402150743,0.4213643551587604,3
1251,0.2967254208266958,0.2778357711123191,0.8629522850092517,0.3617403692468673,0.9434438321091808,0.1310332371140959,0.0050312002268965,3.376886704606646e-05,0.0048901791024443,0.0982865651808832,1
381,0.1408701168636247,0.1232383143866163,0.9400427851937648,0.3196190112583533,0.9855780814862172,0.102178229054166,0.0401346205134642,0.0013571728333898,0.0358765027971918,0.4441809055842913,1
1634,0.1834295938539319,0.1822370884057519,0.9090007063419424,0.4213227649974377,0.9299167264695684,0.1776166697871919,0.0409356357374528,0.0016710458652364,0.0399178212695943,0.3349897331358359,1
2214,0.2316329299862254,0.2131945181841705,0.8952210450618736,0.3480693825715664,0.9561163436132288,0.121242081720622,0.0593175083346759,0.0030428221208077,0.0542124037496707,0.3991267431290358,2
1255,0.2689088069162783,0.1623266535158942,0.9230811056666072,0.3491375103574417,0.9619809553529088,0.1219494233514258,0.0320417632397086,0.0010590541398678,0.0315772724388811,0.3199646551371299,3
1532,0.3027013208188598,0.2746925680240237,0.8654391582489853,0.4514949701286247,0.9015231879027744,0.2041765218886984,0.0187241629191175,0.0004409656322143,0.0200303112327704,0.2787214091560523,5
1723,0.21388969027133,0.2055850204691134,0.8980356047844723,0.4233495629777735,0.9137823634654554,0.179310519677241,0.0019570749557116,1.7132248388137222e-05,0.0032510966725774,0.0645308075666099,3
860,0.1429863027335245,0.1256729803765396,0.9388588099536496,0.5692705867298872,0.8850732986124111,0.32414035847952,0.0354768586364842,0.0030804500718563,0.054552712555913,0.2918227295850626,1
1848,0.4416346582459863,0.3719409501147782,0.8207960069385352,0.2348027829803449,0.9658067046787204,0.0552437204848784,0.0122210552035444,7.76038499709034e-05,0.0078617796315873,0.1610416429351208,3
667,0.1558641784770388,0.1536977594171567,0.9233665883049362,0.4041286110787777,0.9582906512965425,0.163396994998064,0.1456491722615005,0.021147397639438,0.1445578201166953,0.5270532163239413,4
1391,0.1290571169345971,0.1283485294224199,0.9358955124044742,0.3882072074081151,0.9739119897824652,0.150735793470649,0.320897189118535,0.0809236286748713,0.2837464438976658,0.7431464075644731,3
634,0.2445342215594744,0.2187359706373904,0.8931449619426043,0.4016227868930556,0.9131570827136428,0.1613743389728439,0.0018109347322319,1.3990308734515368e-05,0.0028645601456524,0.0568659457071648,1
151,0.6404810670058211,0.3517188858715259,0.8501035210012102,0.4001604436241313,0.8309828478003585,0.1602141414706264,0.0165192360317422,0.0003594938203389,0.0179920122850668,0.2319501706827125,1
1893,0.5467981378077265,0.4173565259740434,0.8039893495495872,0.2169363565848658,0.9603441224807384,0.0472420625467047,0.0157980736609465,0.0001178573191365,0.0098998448947871,0.203161274249561,5
1545,0.0770528737134087,0.0768898249918057,0.9615713923762574,0.4216374887139678,0.98743889378425,0.1777932882684114,0.0967681252939064,0.0102960940128698,0.1005630011380847,0.4340073422315334,1
501,1.0282975212468173,0.6465993196969004,0.7125474141116205,0.2472749243158111,0.8358520187872145,0.061428136903685,0.0032997088634501,8.862049012756794e-06,0.0021333001611516,0.0435938507417238,4
1677,0.1376038264362576,0.1314520166423026,0.9348653809614128,0.3735384476486368,0.9732284062108344,0.1395629064475238,0.0551261692636765,0.0034556239365362,0.0578382772431994,0.3705886211946294,1
1742,0.1604635706047469,0.1458948001130552,0.9284950249172028,0.2685185756068904,0.9924280757433154,0.0721329042279382,0.0581323434874789,0.0021785969612767,0.0457191534021522,0.5017297393897622,1
1327,0.1214719937401108,0.1212656433519258,0.9393878133628556,0.5928858177038373,0.8580443297451146,0.351540303428691,0.0189082759019608,0.0004779804093141,0.0208938027325972,0.2585178797446703,1
2256,0.2489578631748014,0.2376870145411452,0.8822816189512664,0.4095496047599745,0.912329801231888,0.1678639493489064,0.0164688836306439,0.0003284310489055,0.0171547580214902,0.2463838702819688,3
1737,0.381027325244695,0.3481032727850655,0.829141056517604,0.2835687794281711,0.936254490171348,0.0805828438290515,0.0045447791685621,1.959652727182384e-05,0.0035313240341049,0.0715357218937657,3
876,0.1189141741596268,0.1128883512156376,0.944127247123736,0.4423605515154986,0.953819174613782,0.1957059254366672,0.1007436819927594,0.015875604191266,0.1251156487850431,0.4110264863034528,3
1125,0.1295794994917152,0.1294554993567097,0.9352846503351456,0.3166742980270225,0.9863984027368508,0.1003259432454291,0.0783799288875885,0.0043083112344702,0.0646974860362324,0.4833575495166364,4
1500,0.1393566491136655,0.1393071631519515,0.9303513670201956,0.5119413129455854,0.8988783138736658,0.2621493788548144,0.3744038552409182,0.1416187591100714,0.3756910445297406,0.5898920164051894,3
2216,0.1062403777724942,0.1059651456155671,0.9470449504079091,0.4208813199015614,0.9695861699464112,0.177171740665314,0.129268522810056,0.0234499363926036,0.1522777355256367,0.4259960935183556,1
1417,0.2805824903247432,0.2427997120638461,0.8822247948049704,0.2606608174120335,0.9827880405009406,0.0680090588400824,0.0095842099765985,6.329223801556605e-05,0.0070134463921906,0.1426214225826944,3
1476,0.3074637261578118,0.2299331428944601,0.8923656397637157,0.2681838221788875,0.9787783449423946,0.0719626520688885,0.0147130924537746,0.0001620727786663,0.0117693799423173,0.2384616515845587,1
467,0.1973879013047337,0.1899876755771088,0.9057360786345492,0.3177154393398117,0.9735079636249157,0.1009754597157024,0.0110333009134752,0.0001227823493711,0.0101236275965874,0.2040490297873474,1
195,0.2069518205722381,0.178302760241869,0.91357336433416,0.4410603774599639,0.9316672209452828,0.1946108831683797,0.0623594330540315,0.0061691432245428,0.0776154537883781,0.4050238691682422,2
531,0.1021049671022965,0.1018236054586816,0.9491162615763892,0.4436192596976137,0.963007159293746,0.1968480490265947,0.1882699404911323,0.0425530889696419,0.2054810515342356,0.5239253963253081,3
2015,0.1535926445648077,0.1496670313039082,0.925556378300626,0.4538440502932926,0.9393786423520594,0.2060409373864969,0.0988730951591453,0.0124918634651806,0.1108703119095811,0.4838280211773128,6
684,0.4646902914325844,0.3101041988529962,0.8594194797378741,0.3809076513013961,0.8583233021527322,0.1451600668228119,0.0327246933698645,0.0014823215715825,0.0375386882240428,0.2810041421306112,1
2065,0.1678045558965257,0.1667628154375312,0.916722766327134,0.2828339087345603,0.986993393605298,0.0800139271569634,0.0249575252858785,0.0003273302549268,0.0171243786245237,0.3496029569542857,2
213,0.1561402664407158,0.1518549483385643,0.9244994829227384,0.4022606007764528,0.9604995222234328,0.1618560184461193,0.1267650864328698,0.0159169635512738,0.1252798295493345,0.5200816936981799,1
1070,0.212030339468554,0.1635508042608435,0.9224992707239766,0.3895968387911058,0.965658672575452,0.151826213981523,0.1048295211645583,0.0148912008704374,0.1211428354066439,0.4334865956350026,2
