,'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature','Mean Feature','Variance Feature','Standard Deviation Feature','RMS Feature',diagnostic
1701,0.163828,0.357931,0.551338,0.192191,0.864093,0.083964,0.002644,1e-05,0.002307,0.046445,1
414,0.011844,0.034373,0.954101,0.598759,0.897864,0.431215,0.186599,0.031542,0.17677,0.521114,4
1853,0.065721,0.17335,0.772822,0.546217,0.592489,0.373578,0.021376,0.000887,0.028814,0.267386,1
522,0.042006,0.115179,0.847918,0.388487,0.897823,0.222816,0.057136,0.002347,0.047492,0.375818,2
1660,0.035567,0.100363,0.866709,0.335526,0.958942,0.179959,0.077021,0.006058,0.076903,0.448645,1
1901,0.238308,0.443549,0.469433,0.176394,0.790786,0.075151,0.036505,0.000705,0.025577,0.409697,1
1539,0.073986,0.176105,0.773683,0.256185,0.92668,0.123223,0.08107,0.005478,0.073081,0.446849,1
1412,0.236143,0.49471,0.387848,0.252576,0.418827,0.121009,0.005143,3.1e-05,0.004689,0.094433,3
440,0.026893,0.07664,0.898023,0.342641,0.970904,0.185518,0.190422,0.037073,0.191728,0.557416,3
978,0.233334,0.472053,0.421531,0.188165,0.707206,0.081879,0.057117,0.00201,0.04387,0.508863,4
1592,0.106311,0.2624,0.661373,0.350103,0.728594,0.191893,0.015391,0.0003,0.016353,0.250349,1
2091,0.043956,0.111499,0.855009,0.381528,0.914818,0.216981,0.048601,0.002913,0.053018,0.365292,3
1790,0.099747,0.225904,0.714001,0.183912,0.957642,0.079136,0.007804,3.9e-05,0.005291,0.107999,2
149,0.046325,0.129539,0.828279,0.479155,0.796393,0.305161,0.103454,0.008487,0.091208,0.560251,1
1123,0.129618,0.289885,0.63348,0.276043,0.849662,0.136642,0.020902,0.000443,0.020072,0.286242,1
1586,0.113858,0.278664,0.640968,0.203709,0.899427,0.09056,0.004112,1.8e-05,0.003301,0.066763,2
1309,0.034004,0.091013,0.88042,0.524121,0.837917,0.35023,0.019027,0.000762,0.026631,0.231596,1
1428,0.086065,0.214897,0.721964,0.25198,0.900784,0.120529,0.022937,0.000422,0.019565,0.332646,3
2098,0.018195,0.052221,0.930417,0.511466,0.913757,0.337189,0.347594,0.162613,0.402649,0.587244,3
331,0.044052,0.122084,0.838453,0.57157,0.829275,0.400897,0.007318,0.000162,0.011765,0.234464,4
899,0.441608,0.534399,0.446521,0.089433,0.880951,0.032494,0.144797,0.006073,0.077001,0.789675,5
1554,0.0369,0.104582,0.860994,0.35657,0.926449,0.196545,0.020826,0.000471,0.020731,0.266312,3
826,0.017574,0.05043,0.932807,0.267659,0.993262,0.130828,0.094618,0.006103,0.077195,0.524296,1
1041,0.096288,0.252318,0.67,0.239779,0.895897,0.112691,0.018615,0.000239,0.014482,0.293819,6
1228,0.08989,0.198457,0.750406,0.189206,0.959394,0.082143,0.31287,0.051177,0.225441,0.831512,3
1202,0.157434,0.256385,0.705119,0.292008,0.848517,0.147781,0.026605,0.00066,0.024717,0.331667,5
2026,0.124709,0.255475,0.683044,0.280034,0.841139,0.13956,0.006939,6.5e-05,0.007095,0.142484,2
141,0.384936,0.555483,0.388832,0.243428,0.559443,0.115054,0.02824,0.000676,0.025036,0.302105,1
1485,0.059741,0.164609,0.782434,0.500876,0.777373,0.326739,0.008961,0.000108,0.009438,0.189445,3
1909,0.043482,0.112697,0.852931,0.35669,0.929414,0.19663,0.026659,0.000952,0.029895,0.318618,1
1865,0.173042,0.36347,0.549061,0.125933,0.948376,0.049071,0.008717,3.8e-05,0.005232,0.107629,3
1596,0.060503,0.15247,0.802251,0.344642,0.908838,0.187197,0.064026,0.002925,0.053134,0.467361,1
150,0.033854,0.096026,0.872346,0.434825,0.904701,0.263421,0.072588,0.006683,0.080827,0.340544,1
970,0.12177,0.299709,0.613494,0.271072,0.826561,0.133643,0.008111,6.3e-05,0.006997,0.141277,1
1962,0.031274,0.082635,0.891661,0.488966,0.875787,0.314706,0.05034,0.003857,0.061163,0.378148,1
1543,0.037474,0.106066,0.859059,0.439247,0.864145,0.267517,0.067116,0.004422,0.065559,0.416903,1
825,0.204463,0.387379,0.533578,0.176482,0.848511,0.075162,0.035978,0.000773,0.026838,0.391217,1
162,0.023569,0.06731,0.9104,0.403591,0.952931,0.235716,0.101198,0.011602,0.106814,0.485134,3
437,0.064371,0.167263,0.781626,0.238772,0.969253,0.111924,0.074428,0.003807,0.06076,0.438291,3
652,0.046901,0.101738,0.872319,0.49917,0.944864,0.324796,0.011423,0.000284,0.015873,0.235618,1
2210,0.246219,0.420762,0.508368,0.195867,0.822268,0.085987,0.024106,0.0004,0.019027,0.278869,1
2206,0.028577,0.080096,0.893775,0.354883,0.955977,0.195167,0.100697,0.009715,0.097654,0.448056,3
1700,0.066104,0.169072,0.78006,0.349871,0.865468,0.191331,0.026108,0.000702,0.025524,0.365406,4
1302,0.021389,0.061029,0.918775,0.482462,0.921154,0.308322,0.063189,0.00448,0.065996,0.350056,1
2147,0.024082,0.068511,0.908868,0.59682,0.827731,0.429046,0.095429,0.01795,0.133105,0.372628,1
2000,0.108175,0.258268,0.669288,0.181657,0.926099,0.078158,0.077297,0.003107,0.054794,0.550452,5
1571,0.090846,0.192828,0.759916,0.491109,0.673316,0.316978,0.0093,0.000194,0.012975,0.259098,1
1460,0.034826,0.0976,0.870556,0.402441,0.934575,0.234724,0.364531,0.146503,0.382132,0.713752,3
684,0.145921,0.262767,0.687897,0.371963,0.656657,0.209065,0.032725,0.001482,0.037539,0.281004,1
609,0.018548,0.051698,0.931508,0.53784,0.912169,0.364519,0.401631,0.300723,0.547926,0.581694,3
1655,0.018739,0.053564,0.928685,0.42906,0.949127,0.258208,0.012921,0.000252,0.014916,0.298916,3
1152,0.055711,0.142793,0.814048,0.335993,0.942462,0.180375,0.069013,0.005507,0.073276,0.471713,4
307,0.098907,0.249059,0.677156,0.369377,0.759906,0.207155,0.037824,0.001523,0.038064,0.371696,4
264,0.037886,0.102982,0.864211,0.590559,0.778396,0.422069,0.064488,0.009278,0.09541,0.355115,4
611,0.030997,0.084852,0.887992,0.333251,0.967252,0.178221,0.125895,0.017754,0.13237,0.496383,3
960,0.04175,0.111597,0.853418,0.310101,0.943132,0.160882,0.091089,0.007644,0.08651,0.47263,3
1533,0.019762,0.055692,0.926059,0.315389,0.988883,0.164716,0.049153,0.00234,0.047423,0.45483,1
1470,0.321881,0.458029,0.498609,0.257871,0.693179,0.124453,0.053685,0.002471,0.048757,0.401059,2
1097,0.038757,0.109455,0.854618,0.324245,0.949156,0.171367,0.091089,0.008069,0.088912,0.458706,1
0,0.018098,0.05115,0.932047,0.603916,0.89948,0.437145,0.089912,0.014257,0.118512,0.411567,5
1757,0.022067,0.059523,0.921624,0.42374,0.934914,0.253421,0.152204,0.035247,0.18692,0.456619,1
631,0.045188,0.126782,0.831825,0.577073,0.747682,0.407063,0.024305,0.0008,0.027311,0.253169,4
296,0.114584,0.290024,0.623536,0.310358,0.785394,0.161267,0.002097,1e-05,0.002323,0.046415,6
1532,0.090603,0.228793,0.703223,0.481228,0.763685,0.307613,0.018724,0.000441,0.02003,0.278721,5
1383,0.155024,0.338285,0.57655,0.260684,0.739664,0.126456,0.089823,0.006078,0.077034,0.579845,2
1319,0.029978,0.085321,0.8865,0.491531,0.859083,0.317236,0.090249,0.010642,0.102257,0.466037,3
606,0.030433,0.082369,0.891499,0.25276,0.98237,0.120917,0.038201,0.001112,0.032377,0.491824,1
1261,0.035002,0.099272,0.868034,0.432912,0.902664,0.261672,0.020645,0.000678,0.025067,0.337148,1
2088,0.041598,0.117971,0.843178,0.440776,0.855388,0.268865,0.209814,0.036051,0.189052,0.641897,5
1495,0.021297,0.059812,0.920643,0.461941,0.989256,0.288553,0.061423,0.004594,0.066841,0.437135,1
956,0.324216,0.569434,0.331387,0.15298,0.617954,0.062625,0.006306,2.9e-05,0.004514,0.091841,2
1207,0.045573,0.128175,0.829894,0.419788,0.954578,0.249949,0.056129,0.002517,0.049219,0.473094,6
1821,0.012177,0.035325,0.952834,0.426123,0.968903,0.255524,0.153653,0.024925,0.157026,0.492711,1
1338,0.022085,0.061766,0.918109,0.378465,0.963125,0.214353,0.431457,0.214001,0.462059,0.676976,6
1300,0.286977,0.433047,0.516343,0.288278,0.563963,0.145178,0.015554,0.000271,0.015486,0.311471,1
1542,0.040068,0.111389,0.852496,0.368809,0.913468,0.206423,0.017707,0.000413,0.019355,0.32424,3
1934,0.022555,0.062738,0.91692,0.430975,0.943373,0.259952,0.040136,0.002092,0.044782,0.307149,3
211,0.07493,0.19668,0.74267,0.281445,0.898363,0.140493,0.034724,0.000699,0.025471,0.466095,1
1876,0.054986,0.149843,0.802375,0.524704,0.725882,0.351006,0.01603,0.000493,0.021238,0.227855,1
2209,0.008278,0.024349,0.967403,0.544748,0.938414,0.371791,0.086082,0.011241,0.105123,0.391712,4
1728,0.092802,0.248369,0.67372,0.35885,0.774355,0.198637,0.022937,0.000645,0.02442,0.320022,3
1100,0.104359,0.230279,0.709005,0.325162,0.848074,0.172199,0.044009,0.002209,0.046044,0.352683,1
603,0.107753,0.229587,0.714136,0.352072,0.829306,0.193023,0.015648,0.000311,0.01666,0.25823,1
900,0.030451,0.084075,0.888837,0.405966,0.969711,0.237727,0.041745,0.001823,0.041736,0.366238,5
675,0.028676,0.069682,0.910115,0.646458,0.799714,0.487113,0.080803,0.018527,0.13524,0.333035,3
1335,0.019772,0.056656,0.924531,0.497927,0.910152,0.323571,0.213426,0.037537,0.192929,0.515661,1
1070,0.05964,0.122161,0.848498,0.385414,0.922582,0.220196,0.10483,0.014891,0.121143,0.433487,2
2272,0.043116,0.1205,0.840283,0.337058,0.930251,0.181208,0.010351,0.000141,0.01092,0.219224,3
2203,0.027751,0.078812,0.895205,0.689619,0.890273,0.540369,0.025242,0.000657,0.024663,0.336477,5
191,0.048776,0.124332,0.838339,0.271733,0.976395,0.133658,0.007318,6e-05,0.006825,0.137423,1
1937,0.109582,0.25607,0.67379,0.252442,0.872411,0.120898,0.034705,0.000925,0.029447,0.424515,3
253,0.015151,0.043443,0.942124,0.474017,0.976525,0.300129,0.096435,0.01,0.099093,0.425013,4
288,0.065239,0.178999,0.763627,0.458665,0.742165,0.285885,0.004488,3.7e-05,0.005124,0.102555,4
1501,0.264898,0.373554,0.590824,0.535551,0.228504,0.362248,0.032042,0.002087,0.044732,0.346607,3
2123,0.089795,0.229308,0.701676,0.239948,0.891882,0.112806,0.036488,0.000848,0.028152,0.378666,3
1840,0.066387,0.175793,0.769555,0.255875,0.935702,0.123111,0.028152,0.000631,0.024144,0.381818,1
334,0.041254,0.096487,0.876626,0.487079,0.853908,0.312875,0.026853,0.001305,0.035155,0.296508,2
2224,0.043123,0.12136,0.838919,0.297171,0.945208,0.151456,0.098521,0.006535,0.079914,0.522601,1
1859,0.026164,0.074604,0.90072,0.432465,0.917185,0.261275,0.17589,0.020964,0.143924,0.559043,2
1915,0.017448,0.049513,0.934171,0.487687,0.930283,0.313448,0.619515,0.548449,0.740312,0.646349,3
216,0.058392,0.156085,0.795009,0.425325,0.852986,0.254987,0.011423,0.000227,0.014108,0.187766,5
8,0.111069,0.247653,0.687784,0.158002,0.975377,0.065117,0.14602,0.00953,0.096714,0.678608,3
131,0.331706,0.592078,0.302495,0.141654,0.709634,0.0569,0.028481,0.000408,0.019224,0.336881,4
194,0.084411,0.205744,0.735112,0.259058,0.90076,0.125184,0.014913,0.000197,0.013069,0.263888,2
1765,0.154419,0.301188,0.633638,0.431097,0.600682,0.260174,0.09624,0.013005,0.113146,0.457959,2
1240,0.065392,0.167199,0.782471,0.433268,0.785245,0.262317,0.013621,0.000281,0.015801,0.249172,1
1991,0.030763,0.087496,0.883623,0.277581,0.97324,0.137615,0.003712,1.9e-05,0.003445,0.069299,1
326,0.004519,0.013807,0.981386,0.478145,0.967984,0.304099,0.494096,0.258543,0.507974,0.60783,2
2166,0.035352,0.100381,0.866529,0.453279,0.866597,0.280475,0.231369,0.053021,0.229485,0.675882,3
2243,0.075606,0.197632,0.741668,0.267353,0.910129,0.130806,0.024912,0.000405,0.019166,0.389072,1
1697,0.064863,0.143019,0.820183,0.347393,0.92594,0.189238,0.082766,0.007287,0.084441,0.393015,1
607,0.231565,0.418555,0.503028,0.205467,0.724425,0.091618,0.057906,0.002247,0.046442,0.452513,3
2065,0.044537,0.125243,0.833791,0.220151,0.975439,0.100282,0.024958,0.000327,0.017124,0.349603,2
1476,0.092229,0.18585,0.771778,0.197473,0.955086,0.086837,0.014713,0.000162,0.011769,0.238462,1
1899,0.03573,0.097708,0.87103,0.471899,0.880942,0.298199,0.162087,0.041191,0.20215,0.529661,3
103,0.051406,0.135653,0.822192,0.333915,0.91675,0.178749,0.0173,0.000349,0.01771,0.355953,2
1512,0.056419,0.131176,0.832973,0.462968,0.871306,0.28983,0.029221,0.001427,0.036809,0.33448,4
1844,0.025069,0.071183,0.905351,0.630464,0.974273,0.468076,0.025396,0.000842,0.028046,0.361707,6
861,0.224364,0.342002,0.615954,0.296188,0.695948,0.150826,0.008742,9e-05,0.008539,0.171753,5
822,0.103415,0.213277,0.734702,0.313338,0.88508,0.16335,0.07764,0.006367,0.078869,0.458115,3
370,0.187323,0.282442,0.683656,0.461971,0.583836,0.288698,0.025118,0.000944,0.029764,0.262788,1
1403,0.049758,0.115826,0.852014,0.346889,0.927196,0.18884,0.063518,0.004874,0.068876,0.402124,1
50,0.045559,0.11223,0.855083,0.256496,0.986394,0.123363,0.296719,0.07133,0.266335,0.701562,3
1141,0.08396,0.210445,0.727193,0.333496,0.866588,0.178519,0.068263,0.004751,0.067991,0.438223,1
2085,0.064987,0.165802,0.784412,0.19008,0.971277,0.082597,0.02028,0.000281,0.015796,0.320457,3
1980,0.022386,0.060752,0.919813,0.313541,0.99382,0.16333,0.174015,0.031247,0.175937,0.557321,5
1027,0.011677,0.033916,0.954704,0.547376,0.939261,0.374581,0.090471,0.007904,0.087987,0.502929,2
1299,0.055372,0.149106,0.803865,0.344336,0.893424,0.186929,0.006297,5.6e-05,0.006516,0.130785,3
1347,0.074973,0.160875,0.798963,0.366167,0.878792,0.204383,0.053271,0.0033,0.056497,0.396522,3
1971,0.017273,0.049196,0.934546,0.322271,0.989826,0.16987,0.018764,0.000342,0.017521,0.353087,5
1527,0.051071,0.128122,0.834054,0.454446,0.915781,0.281618,0.002457,2.1e-05,0.003668,0.072964,4
1328,0.07526,0.198594,0.739881,0.261388,0.905701,0.127041,0.014464,0.000125,0.010237,0.208595,3
20,0.052516,0.143409,0.810798,0.268023,0.946184,0.131149,0.02028,0.000405,0.019146,0.385724,3
1415,0.038055,0.107857,0.856641,0.446205,0.863842,0.273917,0.117412,0.00985,0.098337,0.482915,1
847,0.051527,0.143994,0.809146,0.379587,0.900405,0.215407,0.034997,0.000884,0.028771,0.424667,1
1661,0.160752,0.30688,0.627714,0.257215,0.762414,0.124104,0.00293,1.4e-05,0.002875,0.057692,1
1932,0.076102,0.172878,0.781231,0.260431,0.970759,0.126017,0.363366,0.108623,0.328902,0.802452,5
186,0.026107,0.067893,0.91121,0.352916,0.973141,0.193579,0.026154,0.000906,0.029137,0.323078,5
2238,0.069804,0.184062,0.758942,0.302503,0.896317,0.155356,0.108583,0.010483,0.101482,0.560513,2
646,0.215959,0.42182,0.487722,0.299874,0.418292,0.153745,0.015857,0.000231,0.014218,0.286878,3
82,0.05809,0.151152,0.802613,0.38993,0.880172,0.224148,0.370966,0.185233,0.429811,0.653475,1
1149,0.04021,0.113126,0.849857,0.658713,0.612786,0.502075,0.078196,0.009242,0.095223,0.378119,3
136,0.011612,0.03366,0.955063,0.323072,0.985716,0.170447,0.170098,0.024308,0.155059,0.513883,1
1033,0.043439,0.120394,0.840692,0.246794,0.97369,0.11706,0.084236,0.004434,0.065646,0.586464,3
1248,0.02781,0.079208,0.894618,0.401924,0.931846,0.234273,0.209634,0.048692,0.219875,0.560109,4
1811,0.075093,0.187786,0.756397,0.365406,0.842508,0.203739,0.023091,0.000667,0.024866,0.2971,1
1614,0.032013,0.090721,0.879419,0.298017,0.964518,0.152009,0.074375,0.004318,0.064771,0.466628,2
1071,0.167564,0.285993,0.663459,0.333887,0.790264,0.178855,0.06234,0.004483,0.066017,0.421507,1
490,0.048236,0.120291,0.844411,0.378753,0.946074,0.21468,0.002457,1.6e-05,0.003129,0.062383,4
2068,0.050494,0.129502,0.831414,0.257752,0.959676,0.124278,0.039634,0.00122,0.033967,0.381295,3
1808,0.152565,0.311532,0.615375,0.237645,0.802393,0.111341,0.014756,0.000176,0.012288,0.248581,3
650,0.059212,0.163239,0.784234,0.52533,0.675004,0.351612,0.0133,0.000231,0.01422,0.285453,3
812,0.025297,0.071421,0.905133,0.47124,0.93286,0.297446,0.022289,0.000429,0.01975,0.260046,1
1705,0.163997,0.298403,0.644769,0.39594,0.874223,0.229132,0.028662,0.001112,0.032385,0.311781,1
817,0.082219,0.213919,0.720612,0.264657,0.902081,0.128947,0.036539,0.000949,0.029833,0.410134,3
547,0.100087,0.250464,0.67561,0.220544,0.907523,0.100652,0.013397,0.00012,0.009987,0.202964,3
1200,0.020377,0.05682,0.924718,0.351653,0.973025,0.192593,0.046586,0.002416,0.048198,0.431886,1
1075,0.021749,0.062218,0.91715,0.502122,0.94425,0.327771,0.30122,0.088854,0.297374,0.673377,5
806,0.042182,0.117435,0.844466,0.489944,0.92094,0.315658,0.005963,4.5e-05,0.005784,0.116286,5
1963,0.014853,0.04284,0.942863,0.541851,0.909347,0.368731,0.372928,0.176613,0.419666,0.581288,1
1209,0.018812,0.053962,0.928106,0.666065,0.847084,0.510991,0.274279,0.095315,0.308032,0.5736,1
1204,0.040766,0.104597,0.863702,0.490685,0.857153,0.316434,0.01014,0.000199,0.013134,0.262595,3
282,0.073923,0.192237,0.748927,0.166003,0.965418,0.069384,0.305212,0.043049,0.20668,0.806397,3
1291,0.01466,0.042116,0.943872,0.486389,0.984055,0.312129,0.164275,0.029672,0.171419,0.581173,5
376,0.096487,0.235413,0.69699,0.205438,0.94642,0.091509,0.058246,0.00227,0.046691,0.427972,3
1739,0.019485,0.055772,0.925726,0.334174,0.974527,0.178938,0.031177,0.000702,0.025524,0.405812,4
1220,0.023039,0.065066,0.913577,0.519854,0.932806,0.345773,0.119279,0.017336,0.130788,0.521792,1
422,0.032782,0.087682,0.884821,0.44071,0.960311,0.268826,0.086908,0.008488,0.091217,0.375498,5
223,0.127998,0.289671,0.633722,0.200009,0.888098,0.088469,0.018541,0.000196,0.013021,0.265473,2
2294,0.034939,0.098792,0.86875,0.403427,0.909276,0.235562,0.309826,0.080797,0.283524,0.656097,1
492,0.029712,0.083832,0.888673,0.520514,0.877535,0.346429,0.056129,0.003406,0.057413,0.352802,1
1423,0.051407,0.142525,0.811396,0.322245,0.961155,0.16994,0.017589,0.000304,0.016458,0.290482,3
1046,0.625919,0.722238,0.270767,0.147843,0.565312,0.059949,0.026646,0.00033,0.01719,0.280442,1
1643,0.070617,0.152845,0.808831,0.390684,0.930963,0.22465,0.027478,0.001009,0.030799,0.284641,5
1948,0.077949,0.198004,0.742529,0.362762,0.80239,0.201606,0.17763,0.034739,0.185562,0.553296,1
1824,0.186904,0.355839,0.570001,0.231374,0.914617,0.107346,0.003538,1.8e-05,0.003394,0.068181,3
940,0.041553,0.117033,0.844639,0.361769,0.922754,0.200799,0.008126,0.000102,0.009155,0.183464,1
1806,0.109669,0.256566,0.672851,0.271537,0.861534,0.133628,0.009793,9.9e-05,0.008985,0.181078,2
1884,0.047316,0.133038,0.823444,0.270515,0.951967,0.132861,0.056206,0.001443,0.03702,0.577284,2
2284,0.09074,0.155869,0.816355,0.446803,0.830602,0.274442,0.019262,0.0007,0.025481,0.308726,3
2090,0.053551,0.149179,0.8024,0.376987,0.863554,0.213256,0.014716,0.000235,0.014351,0.288789,1
1169,0.048623,0.12018,0.844814,0.388029,0.909283,0.22241,0.032132,0.001345,0.035716,0.326101,3
1078,0.016817,0.048362,0.935535,0.495644,0.924209,0.321278,0.180446,0.054555,0.232794,0.468348,1
2194,0.261356,0.402781,0.544048,0.227014,0.759158,0.104767,0.041195,0.001145,0.032876,0.360769,1
1298,0.098906,0.2007,0.752003,0.430317,0.76224,0.259511,0.010432,0.000197,0.013074,0.26155,1
617,0.042869,0.121344,0.838755,0.469418,0.810954,0.295713,0.041615,0.001919,0.042849,0.347932,1
1674,0.017877,0.051339,0.931585,0.654152,0.798392,0.496387,0.171813,0.036637,0.190592,0.421712,3
1445,0.127328,0.236578,0.716536,0.173801,0.973333,0.073532,0.027907,0.000469,0.020692,0.308829,1
250,0.055417,0.149668,0.803,0.359344,0.887205,0.198906,0.043728,0.001942,0.043108,0.380283,1
891,0.018319,0.052399,0.930227,0.572936,0.898532,0.402297,0.116374,0.028242,0.167214,0.376359,2
1384,0.08786,0.193743,0.756469,0.37187,0.798527,0.209029,0.071597,0.005287,0.071776,0.385263,1
761,0.036523,0.101969,0.864872,0.275046,0.966774,0.135901,0.186357,0.027249,0.164229,0.588313,2
385,0.057597,0.156288,0.794078,0.44117,0.846167,0.269484,0.027394,0.001182,0.033413,0.315446,1
2167,0.102391,0.249012,0.679635,0.234306,0.923801,0.109155,0.105132,0.00828,0.090079,0.587898,3
347,0.048095,0.134878,0.821103,0.424019,0.832096,0.253785,0.239651,0.0377,0.19335,0.739563,4
716,0.031339,0.085226,0.887666,0.331253,0.953969,0.176708,0.064886,0.004797,0.06832,0.366846,1
937,0.022577,0.063999,0.914931,0.580145,0.869615,0.410273,0.026108,0.001407,0.03655,0.295195,4
1904,0.059686,0.154805,0.797979,0.450309,0.93951,0.277884,0.015263,0.000412,0.019321,0.218114,1
104,0.030114,0.084102,0.888538,0.373521,0.946135,0.210264,0.117472,0.012306,0.110036,0.469997,3
843,0.03663,0.103692,0.86221,0.269838,0.980065,0.132321,0.134288,0.013934,0.117151,0.51985,1
1232,0.054638,0.150107,0.801732,0.391922,0.850452,0.225841,0.042677,0.001816,0.041659,0.343268,3
894,0.019008,0.054448,0.927478,0.256906,0.992215,0.123635,0.659591,0.27479,0.523723,0.84268,3
175,0.040393,0.113946,0.848688,0.477201,0.819076,0.303237,0.463315,0.165094,0.405718,0.776966,3
1235,0.072532,0.170515,0.782419,0.394417,0.849466,0.227896,0.062399,0.005555,0.073603,0.358972,3
789,0.046794,0.131041,0.826242,0.408131,0.879147,0.239755,0.006673,7.6e-05,0.007793,0.156004,3
752,0.074838,0.18881,0.754972,0.393991,0.85638,0.227527,0.074428,0.006964,0.082526,0.451371,3
212,0.056058,0.155645,0.793974,0.276776,0.93379,0.137132,0.008392,8.7e-05,0.008397,0.16876,1
1217,0.031162,0.088543,0.882244,0.169788,0.998297,0.071303,0.287675,0.044029,0.209031,0.708373,3
202,0.019136,0.054858,0.926922,0.52225,0.909563,0.348226,0.228199,0.054155,0.231936,0.553017,1
205,0.041203,0.113856,0.849435,0.316751,0.941433,0.165778,0.033598,0.000648,0.024484,0.498347,4
400,0.067539,0.184694,0.756275,0.428355,0.74647,0.257768,0.009167,0.000121,0.01005,0.201562,3
2233,0.04377,0.112597,0.853296,0.30074,0.957022,0.154012,0.034182,0.00097,0.030171,0.401615,3
820,0.163261,0.329799,0.594218,0.189317,0.871958,0.082172,0.252423,0.037664,0.193256,0.708636,3
2184,0.049362,0.130678,0.828722,0.339284,0.909773,0.183031,0.134197,0.01833,0.134514,0.535606,3
945,0.079584,0.161147,0.801741,0.326719,0.941891,0.173241,0.363366,0.141891,0.376053,0.74172,5
1404,0.123392,0.303195,0.609188,0.208878,0.868737,0.093899,0.00602,3.3e-05,0.004806,0.097301,1
1084,0.050915,0.139356,0.816034,0.290019,0.93429,0.146398,0.283194,0.066563,0.257248,0.694731,1
1878,0.031899,0.088661,0.882613,0.429165,0.939337,0.25829,0.031393,0.000988,0.030473,0.369836,1
1128,0.06919,0.138251,0.83026,0.308405,0.932409,0.159591,0.037156,0.001495,0.037704,0.342479,1
950,0.019743,0.056032,0.925503,0.353869,0.972539,0.19435,0.011733,0.000107,0.009379,0.189995,5
1139,0.222954,0.384612,0.550527,0.3014,0.649455,0.154648,0.134559,0.015944,0.125387,0.569692,2
1784,0.034243,0.09358,0.876427,0.275158,0.973025,0.135972,0.095627,0.007298,0.084509,0.513681,4
1175,0.026776,0.076224,0.898598,0.453982,0.910181,0.281118,0.193191,0.048838,0.220206,0.547775,3
584,0.140293,0.320148,0.594599,0.28714,0.820117,0.145451,0.005977,4.7e-05,0.005895,0.118462,1
1279,0.145678,0.293857,0.640151,0.349119,0.799493,0.190748,0.021533,0.000622,0.023968,0.278792,1
2115,0.044747,0.122281,0.838663,0.444565,0.880568,0.272439,0.003818,3.2e-05,0.004729,0.094449,3
1990,0.071955,0.195496,0.74236,0.478372,0.669097,0.30437,0.073015,0.007714,0.086913,0.466925,4
1800,0.060195,0.162806,0.785656,0.495815,0.762469,0.321693,0.007741,8.3e-05,0.008171,0.16398,3
1238,0.057678,0.158296,0.790956,0.353353,0.881925,0.194052,0.032132,0.001193,0.03357,0.359643,3
101,0.129871,0.266844,0.671106,0.161783,0.946137,0.067117,0.02028,0.000242,0.014577,0.296848,3
1148,0.089906,0.230802,0.699524,0.287594,0.839472,0.14488,0.012451,0.000124,0.010175,0.205955,3
1998,0.03941,0.110828,0.852918,0.425968,0.888722,0.255438,0.075924,0.008033,0.088708,0.36826,1
667,0.04046,0.112708,0.850706,0.407908,0.904327,0.239518,0.145649,0.021147,0.144558,0.527053,4
764,0.145275,0.334288,0.575916,0.192958,0.840111,0.084429,0.010004,7.1e-05,0.007474,0.151845,4
1888,0.042275,0.118794,0.842365,0.431696,0.863245,0.260629,0.006412,8.8e-05,0.008409,0.167989,1
2008,0.057587,0.16195,0.785074,0.36732,0.890946,0.206201,0.003872,3.3e-05,0.004805,0.095968,5
369,0.013942,0.040283,0.946255,0.556305,0.958354,0.38416,0.603606,0.479186,0.691922,0.673104,5
1417,0.08305,0.198194,0.745959,0.185828,0.96502,0.080236,0.009584,6.3e-05,0.007013,0.142621,3
1277,0.026844,0.074427,0.901507,0.527118,0.867027,0.353372,0.044958,0.003451,0.0578,0.319831,1
2048,0.071506,0.194129,0.744211,0.386301,0.856203,0.221059,0.018929,0.000285,0.015913,0.321841,6
1214,0.119754,0.306338,0.601516,0.37367,0.526561,0.210811,0.005637,5.9e-05,0.006735,0.134729,3
742,0.100562,0.238731,0.694521,0.309904,0.836754,0.16084,0.006193,5.4e-05,0.006399,0.128438,2
1402,0.033461,0.093116,0.876683,0.493838,0.871789,0.319559,0.186366,0.064999,0.254194,0.468878,1
343,0.110706,0.246826,0.689199,0.329076,0.831192,0.17525,0.030089,0.000963,0.030071,0.277597,1
926,0.128258,0.262042,0.676467,0.223939,0.911063,0.102769,0.038538,0.001118,0.03247,0.37535,1
1242,0.037956,0.09991,0.869207,0.618319,0.955018,0.453804,0.013873,0.000424,0.019626,0.227425,5
1010,0.042919,0.115757,0.847686,0.243457,0.971643,0.114903,0.027185,0.000558,0.022656,0.40494,3
58,0.045099,0.125918,0.833135,0.570188,0.936128,0.3994,0.11029,0.019571,0.139027,0.444192,5
77,0.088896,0.215481,0.722949,0.212481,0.937616,0.095697,0.066202,0.002676,0.050779,0.500392,1
1195,0.034186,0.091004,0.880526,0.248649,0.980763,0.11824,0.079346,0.005079,0.070332,0.448275,1
1444,0.179366,0.325234,0.613902,0.349122,0.633152,0.190706,0.049305,0.003005,0.053871,0.38912,1
2033,0.046093,0.128294,0.830091,0.354592,0.925455,0.194978,0.023729,0.000596,0.023452,0.34453,6
1549,0.029166,0.074408,0.903262,0.296291,0.995512,0.150799,0.1634,0.02578,0.159713,0.532287,3
